epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786944829	3.2	2.2	0.0	0.01	597.1	7783.1	0.00	0.00
1786944834	4.8	3.4	0.0	0.01	601.2	7783.1	0.00	0.01
1786944839	15.4	13.4	0.0	0.01	603.6	7783.1	0.02	0.04
1786944844	12.9	12.9	0.0	0.01	604.1	7783.1	0.02	0.04
1786944849	12.5	12.9	0.0	0.01	605.8	7783.1	0.02	0.04
1786944854	8.9	13.0	0.0	0.01	606.3	7783.1	0.02	0.04
1786944859	13.3	12.4	0.0	0.01	607.8	7783.1	0.02	0.04
1786944865	13.1	12.9	0.0	0.00	609.0	7783.1	0.02	0.04
1786944870	13.2	12.4	0.0	0.00	609.3	7783.1	0.02	0.04
1786944875	15.6	12.8	0.0	0.00	609.6	7783.1	0.02	0.04
1786944880	16.0	12.8	0.0	0.00	609.8	7783.1	0.02	0.04
1786944885	12.1	13.1	0.0	0.00	609.8	7783.1	0.02	0.04
1786944890	15.6	12.6	0.0	0.00	610.5	7783.1	0.02	0.04
1786944895	23.4	12.9	0.0	0.00	599.7	7783.1	0.03	0.04
1786944900	15.8	12.8	0.0	0.00	605.1	7783.1	0.02	0.04
1786944905	11.7	12.9	0.0	0.00	605.6	7783.1	0.02	0.04
1786944910	14.2	12.8	0.0	0.00	606.1	7783.1	0.02	0.04
1786944915	12.1	12.7	0.0	0.00	607.1	7783.1	0.02	0.04
1786944920	14.0	12.6	0.0	0.00	609.5	7783.1	0.02	0.04
1786944925	9.8	-1	0.0	0.00	584.9	7783.1	0.02	0.02
