epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951142	14.8	0.0	14.6	0.07	905.0	7783.1	0.00	0.00
1786951147	5.0	2.0	2.8	0.06	901.2	7783.1	0.00	0.01
1786951152	6.6	3.2	2.6	0.06	911.3	7783.1	0.00	0.01
1786951157	16.4	11.6	2.6	0.05	925.0	7783.1	0.02	0.04
1786951162	17.3	14.3	3.0	0.05	916.8	7783.1	0.02	0.04
1786951167	17.3	14.5	2.6	0.13	914.0	7783.1	0.02	0.04
1786951172	15.4	14.8	3.0	0.12	919.4	7783.1	0.02	0.04
1786951177	16.1	14.1	2.6	0.11	923.8	7783.1	0.02	0.04
1786951182	17.7	14.7	3.0	0.10	932.9	7783.1	0.02	0.04
1786951187	16.3	14.5	2.6	0.09	925.1	7783.1	0.02	0.04
1786951192	19.4	14.2	1.8	0.08	937.8	7783.1	0.02	0.04
1786951197	16.3	14.7	1.2	0.08	973.1	7783.1	0.02	0.05
1786951202	18.4	14.6	1.8	0.07	1000.4	7783.1	0.02	0.04
1786951207	40.6	41.0	1.0	0.06	1004.3	7783.1	0.02	0.04
1786951212	41.4	42.0	1.2	0.14	1004.8	7783.1	0.02	0.04
1786951217	57.7	39.5	1.0	0.13	1007.3	7783.1	0.03	0.15
1786951222	21.7	22.9	1.0	0.12	1009.6	7783.1	0.02	0.04
1786951227	18.2	15.6	1.0	0.11	1010.6	7783.1	0.02	0.04
1786951232	19.8	15.2	1.0	0.10	1018.4	7783.1	0.02	0.04
1786951237	17.4	14.2	1.8	0.17	1033.3	7783.1	0.02	0.04
1786951242	34.9	-1	-1	0.16	600.2	7783.1	0.02	0.03
