epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786952321	4.0	2.2	0.0	0.09	606.7	7783.1	0.00	0.00
1786952326	3.8	1.6	0.0	0.08	607.7	7783.1	0.00	0.00
1786952331	9.7	12.3	0.0	0.07	617.5	7783.1	0.02	0.03
1786952336	19.0	17.2	0.0	0.07	618.9	7783.1	0.03	0.05
1786952341	18.5	17.3	0.0	0.06	620.6	7783.1	0.03	0.05
1786952346	18.3	17.5	0.0	0.14	621.6	7783.1	0.03	0.05
1786952351	18.1	17.1	0.0	0.13	621.6	7783.1	0.03	0.05
1786952356	19.3	17.5	0.0	0.20	622.8	7783.1	0.03	0.05
1786952361	19.4	17.6	0.0	0.18	623.8	7783.1	0.03	0.05
1786952366	19.5	17.5	0.0	0.16	628.2	7783.1	0.03	0.05
1786952371	32.6	32.0	0.0	0.15	629.4	7783.1	0.03	0.05
1786952376	56.7	55.3	0.0	0.22	629.9	7783.1	0.03	0.05
1786952381	51.9	49.0	0.0	0.20	630.6	7783.1	0.03	0.05
1786952386	52.6	54.0	0.0	0.27	633.3	7783.1	0.03	0.05
1786952391	52.7	52.3	0.0	0.40	634.5	7783.1	0.03	0.05
1786952396	31.3	30.1	0.0	0.37	640.2	7783.1	0.03	0.05
1786952401	18.4	20.2	0.0	0.34	640.1	7783.1	0.03	0.05
1786952406	19.7	18.5	0.0	0.31	640.9	7783.1	0.03	0.05
1786952411	16.8	18.4	0.0	0.37	641.1	7783.1	0.03	0.05
1786952416	19.1	18.5	0.0	0.34	642.1	7783.1	0.03	0.05
