epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786954098	22.3	0.2	22.3	0.07	899.9	7783.1	0.00	0.00
1786954103	11.8	3.6	4.8	0.06	937.2	7783.1	0.00	0.01
1786954108	21.1	12.6	5.0	0.06	909.0	7783.1	0.01	0.02
1786954113	26.5	19.8	4.6	0.05	918.9	7783.1	0.02	0.04
1786954118	26.9	19.9	5.2	0.05	922.1	7783.1	0.02	0.04
1786954123	25.7	20.5	4.4	0.12	924.7	7783.1	0.02	0.04
1786954128	26.2	19.7	5.2	0.11	927.7	7783.1	0.02	0.04
1786954133	26.7	20.1	4.6	0.18	920.6	7783.1	0.02	0.04
1786954138	29.0	20.5	5.4	0.17	926.5	7783.1	0.02	0.04
1786954143	28.5	20.0	4.4	0.16	929.7	7783.1	0.02	0.04
1786954148	28.2	20.4	3.8	0.14	933.5	7783.1	0.02	0.04
1786954153	22.8	20.6	2.6	0.13	954.4	7783.1	0.02	0.04
1786954158	22.8	20.6	2.8	0.12	978.3	7783.1	0.02	0.04
1786954163	23.6	20.4	3.2	0.11	985.7	7783.1	0.02	0.04
1786954168	23.7	19.9	2.6	0.10	988.9	7783.1	0.02	0.04
1786954173	23.4	20.1	2.2	0.09	992.6	7783.1	0.02	0.04
1786954178	26.3	20.9	2.8	0.09	996.5	7783.1	0.02	0.04
1786954184	26.0	20.6	2.4	0.08	998.7	7783.1	0.02	0.04
1786954189	24.7	20.7	2.4	0.07	991.0	7783.1	0.02	0.04
1786954194	20.6	20.4	3.7	0.07	1014.4	7783.1	0.02	0.04
