epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786949854	4.8	2.2	0.0	0.01	597.8	7783.1	0.00	0.00
1786949859	9.2	7.2	0.0	0.01	601.3	7783.1	0.01	0.02
1786949864	9.8	8.6	0.0	0.01	601.6	7783.1	0.02	0.02
1786949869	9.2	8.8	0.0	0.00	602.3	7783.1	0.02	0.02
1786949874	10.8	8.8	0.0	0.00	603.5	7783.1	0.02	0.02
1786949879	9.6	8.6	0.0	0.00	607.2	7783.1	0.02	0.02
1786949884	7.9	8.9	0.0	0.00	607.4	7783.1	0.02	0.02
1786949889	8.8	8.8	0.0	0.00	607.9	7783.1	0.02	0.02
1786949894	9.2	8.6	0.0	0.00	608.1	7783.1	0.02	0.02
1786949899	11.4	8.6	0.0	0.00	609.1	7783.1	0.02	0.02
1786949904	11.4	8.8	0.0	0.00	609.1	7783.1	0.02	0.02
1786949909	9.8	8.8	0.0	0.00	609.1	7783.1	0.02	0.02
1786949914	10.6	8.8	0.0	0.00	609.3	7783.1	0.02	0.02
1786949919	10.4	8.8	0.0	0.00	609.3	7783.1	0.02	0.02
1786949924	8.8	8.8	0.0	0.00	609.6	7783.1	0.02	0.02
1786949929	10.8	8.8	0.0	0.00	609.6	7783.1	0.02	0.02
1786949934	10.6	8.8	0.0	0.00	609.6	7783.1	0.02	0.02
1786949939	6.7	8.7	0.0	0.00	609.8	7783.1	0.02	0.02
1786949944	10.2	8.8	0.0	0.00	611.3	7783.1	0.02	0.02
