epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786953580	21.8	0.2	21.0	0.29	940.3	7783.1	0.00	0.00
1786953585	12.0	6.2	4.8	0.26	961.3	7783.1	0.00	0.01
1786953590	15.3	6.2	5.0	0.24	916.8	7783.1	0.01	0.01
1786953595	12.8	6.8	4.4	0.22	927.1	7783.1	0.01	0.01
1786953600	12.2	6.6	5.2	0.20	918.0	7783.1	0.01	0.01
1786953605	12.0	6.4	4.4	0.19	920.5	7783.1	0.01	0.01
1786953610	12.6	6.6	5.2	0.17	922.9	7783.1	0.01	0.01
1786953615	12.4	6.4	4.4	0.16	925.6	7783.1	0.01	0.01
1786953620	15.5	6.6	5.4	0.14	925.4	7783.1	0.01	0.01
1786953625	25.0	6.6	4.6	0.13	991.1	7783.1	0.01	0.01
1786953630	30.6	6.6	3.8	0.12	925.8	7783.1	0.01	0.06
1786953635	11.9	6.2	2.8	0.11	951.7	7783.1	0.01	0.01
1786953641	10.0	6.6	3.8	0.10	986.5	7783.1	0.01	0.01
1786953646	14.7	6.4	2.4	0.09	993.7	7783.1	0.01	0.01
1786953651	13.7	6.5	2.6	0.09	984.1	7783.1	0.01	0.01
1786953656	9.4	6.4	2.6	0.08	985.9	7783.1	0.01	0.01
1786953661	10.0	6.4	2.6	0.07	988.4	7783.1	0.01	0.01
1786953666	7.6	6.2	2.6	0.07	990.9	7783.1	0.01	0.01
1786953671	10.2	6.4	2.6	0.14	981.4	7783.1	0.01	0.01
1786953676	11.9	-1	3.6	0.13	993.8	7783.1	0.00	0.01
