epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786954374	23.7	0.2	21.1	0.74	916.3	7783.1	0.00	0.00
1786954379	10.8	3.8	4.8	0.68	949.9	7783.1	0.00	0.01
1786954384	14.1	5.2	5.0	0.63	920.0	7783.1	0.00	0.01
1786954389	29.0	21.4	4.6	0.58	931.6	7783.1	0.02	0.04
1786954395	40.9	29.9	5.2	0.61	932.3	7783.1	0.03	0.05
1786954400	35.4	30.1	4.4	0.56	935.2	7783.1	0.03	0.05
1786954405	36.9	29.9	5.2	0.52	938.9	7783.1	0.03	0.05
1786954410	34.6	30.0	4.7	0.56	929.9	7783.1	0.03	0.05
1786954415	33.4	29.7	5.3	0.59	942.6	7783.1	0.03	0.05
1786954420	36.7	28.9	4.6	0.54	947.3	7783.1	0.03	0.05
1786954425	32.4	30.6	3.9	0.50	950.8	7783.1	0.03	0.05
1786954430	91.7	88.7	2.6	0.54	964.8	7783.1	0.03	0.05
1786954435	120.1	115.4	2.8	0.66	990.1	7783.1	0.03	0.05
1786954440	126.1	123.0	3.5	0.85	1008.0	7783.1	0.03	0.05
1786954445	129.9	118.3	2.6	0.78	1010.9	7783.1	0.03	0.05
1786954450	111.3	106.9	2.6	0.71	1014.8	7783.1	0.03	0.05
1786954455	79.3	73.9	2.4	0.74	1019.5	7783.1	0.03	0.05
1786954460	36.1	29.9	2.4	0.76	1010.4	7783.1	0.03	0.05
1786954465	34.2	30.7	2.6	0.70	1014.3	7783.1	0.03	0.05
1786954470	32.1	30.9	2.4	0.64	1032.7	7783.1	0.03	0.05
1786954475	65.1	-1	-1	0.67	602.6	7783.1	0.03	0.04
