epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786954769	23.4	0.2	21.0	0.17	923.3	7783.1	0.00	0.00
1786954774	11.0	3.8	5.4	0.16	908.9	7783.1	0.00	0.01
1786954779	10.2	5.2	4.4	0.15	917.4	7783.1	0.00	0.01
1786954784	27.4	21.1	5.0	0.13	922.8	7783.1	0.02	0.04
1786954789	39.0	29.4	4.6	0.20	925.3	7783.1	0.03	0.05
1786954794	35.7	30.1	5.2	0.19	921.3	7783.1	0.03	0.05
1786954799	34.1	30.1	4.7	0.25	924.7	7783.1	0.03	0.05
1786954804	33.1	30.1	4.7	0.23	928.6	7783.1	0.03	0.05
1786954809	35.5	29.1	5.2	0.29	935.5	7783.1	0.03	0.05
1786954814	33.9	29.6	4.5	0.27	938.4	7783.1	0.03	0.05
1786954819	36.0	29.7	4.9	0.25	948.0	7783.1	0.03	0.05
1786954824	90.3	87.8	2.4	0.23	951.5	7783.1	0.03	0.05
1786954830	132.4	121.2	2.6	0.21	954.9	7783.1	0.03	0.05
1786954835	169.3	128.5	2.6	0.43	961.4	7783.1	0.04	0.14
1786954840	131.2	131.6	2.6	0.40	971.0	7783.1	0.03	0.05
1786954845	107.0	99.9	2.6	0.53	1000.5	7783.1	0.03	0.05
1786954850	85.1	78.3	3.0	0.48	1038.1	7783.1	0.03	0.05
1786954855	33.1	29.3	3.0	0.44	1042.1	7783.1	0.03	0.05
1786954860	31.5	29.8	2.4	0.49	1034.8	7783.1	0.03	0.05
1786954865	30.9	29.9	2.6	0.53	1038.3	7783.1	0.03	0.05
1786954870	64.9	-1	-1	0.49	603.6	7783.1	0.03	0.04
