epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786947589	23.0	0.0	20.6	0.24	922.2	7783.1	0.00	0.00
1786947594	11.8	4.4	4.8	0.22	945.3	7783.1	0.00	0.01
1786947599	20.0	10.8	4.8	0.20	909.7	7783.1	0.01	0.02
1786947604	61.3	23.5	5.4	0.27	909.5	7783.1	0.03	0.10
1786947609	30.6	22.6	4.4	0.25	896.7	7783.1	0.02	0.04
1786947614	28.2	22.7	4.2	0.31	900.9	7783.1	0.02	0.04
1786947619	27.8	20.2	4.8	0.36	905.0	7783.1	0.02	0.04
1786947624	25.9	19.8	3.8	0.33	907.7	7783.1	0.02	0.04
1786947630	19.0	13.6	3.8	0.31	913.9	7783.1	0.02	0.04
1786947635	16.4	12.6	3.0	0.28	918.6	7783.1	0.02	0.04
1786947640	18.0	12.8	2.4	0.42	931.3	7783.1	0.02	0.04
1786947645	13.9	12.7	1.6	0.39	936.2	7783.1	0.02	0.04
1786947650	12.5	12.9	1.2	0.35	940.3	7783.1	0.02	0.04
1786947655	14.8	12.8	1.2	0.33	944.2	7783.1	0.02	0.04
1786947660	13.3	12.9	1.2	0.30	936.3	7783.1	0.02	0.04
1786947665	14.8	13.0	1.2	0.27	949.8	7783.1	0.02	0.04
1786947670	15.6	12.6	1.8	0.25	970.2	7783.1	0.02	0.04
1786947675	14.8	12.8	1.2	0.23	972.9	7783.1	0.02	0.04
1786947680	16.0	13.0	1.2	0.21	963.6	7783.1	0.02	0.04
1786947685	12.3	13.1	1.0	0.20	968.2	7783.1	0.02	0.04
1786947690	35.7	-1	-1	0.18	644.5	7783.1	0.01	0.02
