label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
A_r2_80	80	3.0	90	19183	239.81	100.00	33.3	55.2	90.8	0	0	0	1786949975.445	1786949980.448	1786950060.442
