epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786955160	26.5	0.0	20.9	0.18	918.1	7783.1	0.00	0.00
1786955165	9.6	3.8	5.0	0.17	894.5	7783.1	0.00	0.01
1786955170	7.4	3.2	4.4	0.15	886.3	7783.1	0.00	0.01
1786955175	18.4	8.5	4.6	0.14	912.0	7783.1	0.01	0.01
1786955180	31.0	25.7	4.3	0.21	910.2	7783.1	0.02	0.05
1786955185	36.8	29.1	4.8	0.19	921.2	7783.1	0.03	0.05
1786955190	33.7	28.5	4.2	0.18	926.2	7783.1	0.03	0.05
1786955195	33.9	29.6	4.7	0.16	918.8	7783.1	0.03	0.05
1786955200	32.9	29.4	4.1	0.23	922.3	7783.1	0.03	0.05
1786955205	31.6	29.5	4.3	0.29	949.2	7783.1	0.03	0.05
1786955210	33.3	30.4	4.5	0.43	1004.5	7783.1	0.03	0.05
1786955215	35.4	28.8	2.2	0.48	995.7	7783.1	0.03	0.05
1786955220	94.0	82.8	2.2	0.44	999.4	7783.1	0.03	0.05
1786955225	103.7	97.6	2.2	0.48	1004.4	7783.1	0.03	0.05
1786955230	115.3	102.0	2.0	0.44	1004.1	7783.1	0.03	0.05
1786955235	109.7	100.8	2.0	0.41	995.6	7783.1	0.03	0.05
1786955240	77.6	72.0	2.4	0.54	1021.5	7783.1	0.03	0.05
1786955245	76.1	66.9	3.0	0.73	1027.6	7783.1	0.03	0.05
1786955250	33.7	31.8	2.2	0.67	1032.8	7783.1	0.03	0.05
1786955256	35.3	31.1	2.2	0.70	1037.8	7783.1	0.03	0.05
1786955261	61.1	30.8	-1	0.64	625.5	7783.1	0.03	0.05
1786955266	19.9	-1	0.0	0.59	593.1	7783.1	0.02	0.03
