epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951902	15.6	0.0	14.4	0.03	896.6	7783.1	0.00	0.00
1786951907	7.0	2.2	2.4	0.03	940.6	7783.1	0.00	0.01
1786951912	11.0	5.8	3.2	0.03	928.9	7783.1	0.01	0.02
1786951917	18.7	11.8	2.4	0.11	936.0	7783.1	0.02	0.04
1786951922	14.7	11.5	3.0	0.10	938.5	7783.1	0.02	0.04
1786951927	16.8	11.6	2.6	0.17	927.7	7783.1	0.02	0.04
1786951932	13.3	11.5	3.0	0.24	931.8	7783.1	0.02	0.04
1786951937	15.8	11.4	2.4	0.30	935.5	7783.1	0.02	0.04
1786951942	16.4	11.6	2.8	0.27	940.6	7783.1	0.02	0.04
1786951947	16.0	11.2	3.2	0.25	951.1	7783.1	0.02	0.04
1786951952	17.7	11.1	1.8	0.23	943.2	7783.1	0.02	0.04
1786951958	13.8	11.6	1.0	0.21	945.4	7783.1	0.02	0.04
1786951963	13.1	11.4	1.2	0.20	959.7	7783.1	0.02	0.04
1786951968	11.7	11.3	1.4	0.18	996.5	7783.1	0.02	0.04
1786951973	13.6	11.6	1.6	0.16	1003.9	7783.1	0.02	0.04
1786951978	11.1	11.3	0.8	0.15	996.0	7783.1	0.02	0.04
1786951983	12.3	11.5	1.0	0.14	999.8	7783.1	0.02	0.04
1786951988	11.7	11.5	1.2	0.13	1002.8	7783.1	0.02	0.04
1786951993	13.4	11.4	1.0	0.12	1005.5	7783.1	0.02	0.04
1786951998	14.4	11.4	1.0	0.11	1010.2	7783.1	0.02	0.04
