epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786952572	8.4	6.2	0.0	0.38	617.2	7783.1	0.00	0.01
1786952577	9.9	6.4	0.0	0.35	617.4	7783.1	0.01	0.01
1786952582	6.6	6.4	0.0	0.32	617.4	7783.1	0.01	0.01
1786952587	8.2	6.4	0.0	0.29	617.6	7783.1	0.01	0.01
1786952592	9.2	6.2	0.0	0.27	617.6	7783.1	0.01	0.01
1786952597	7.4	6.0	0.0	0.25	618.6	7783.1	0.01	0.01
1786952602	6.8	6.4	0.0	0.23	619.9	7783.1	0.01	0.01
1786952607	7.4	6.2	0.0	0.21	621.3	7783.1	0.01	0.01
1786952612	5.6	6.4	0.0	0.19	622.3	7783.1	0.01	0.01
1786952617	10.4	6.6	0.0	0.18	613.8	7783.1	0.01	0.01
1786952622	9.7	6.2	0.0	0.16	614.5	7783.1	0.01	0.01
1786952627	9.1	6.4	0.0	0.15	614.8	7783.1	0.01	0.01
1786952632	7.4	6.2	0.0	0.14	615.5	7783.1	0.01	0.01
1786952637	10.2	6.6	0.0	0.13	618.7	7783.1	0.01	0.01
1786952642	6.4	6.4	0.0	0.12	606.7	7783.1	0.01	0.01
1786952647	8.4	6.2	0.0	0.11	608.6	7783.1	0.01	0.01
1786952652	7.2	6.2	0.0	0.10	609.6	7783.1	0.01	0.01
1786952657	7.8	6.4	0.0	0.09	610.1	7783.1	0.01	0.01
