epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786947278	19.0	0.0	16.8	0.32	903.6	7783.1	0.00	0.00
1786947283	8.4	3.0	3.8	0.29	937.1	7783.1	0.00	0.01
1786947288	7.8	2.6	4.2	0.27	901.9	7783.1	0.00	0.01
1786947293	22.9	21.3	4.1	0.25	919.1	7783.1	0.02	0.03
1786947298	42.4	33.1	5.2	0.23	931.1	7783.1	0.03	0.05
1786947304	79.5	37.6	5.3	0.37	923.9	7783.1	0.03	0.09
1786947309	48.1	37.1	5.8	0.34	927.8	7783.1	0.03	0.05
1786947314	44.7	37.8	5.1	0.31	932.5	7783.1	0.03	0.05
1786947319	45.7	37.2	5.4	0.29	935.7	7783.1	0.03	0.05
1786947324	40.8	38.3	6.4	0.26	944.7	7783.1	0.03	0.05
1786947329	44.5	37.4	4.0	0.32	938.6	7783.1	0.03	0.05
1786947334	42.4	37.3	3.0	0.30	942.8	7783.1	0.03	0.05
1786947339	136.8	122.1	3.1	0.27	967.0	7783.1	0.03	0.05
1786947344	243.5	239.3	4.0	0.81	1004.2	7783.1	0.03	0.05
1786947349	250.0	245.4	3.4	0.91	997.4	7783.1	0.03	0.05
1786947354	203.5	195.1	2.8	0.91	1001.8	7783.1	0.03	0.05
1786947359	153.1	144.7	3.0	1.48	1010.3	7783.1	0.03	0.05
1786947364	59.9	48.6	3.0	1.36	1001.1	7783.1	0.03	0.05
1786947369	40.5	36.6	2.8	1.25	1005.4	7783.1	0.03	0.05
1786947374	47.0	36.2	5.2	1.23	1010.1	7783.1	0.03	0.05
1786947379	70.0	41.4	-1	1.21	591.6	7783.1	0.03	0.04
