epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786945349	15.2	0.0	14.0	0.08	904.9	7783.1	0.00	0.00
1786945354	6.6	3.4	2.6	0.07	947.0	7783.1	0.00	0.01
1786945359	5.2	3.0	3.0	0.07	919.7	7783.1	0.01	0.01
1786945364	6.6	3.2	2.6	0.06	910.3	7783.1	0.01	0.01
1786945369	6.8	3.4	3.2	0.06	916.6	7783.1	0.01	0.01
1786945374	6.0	3.0	2.4	0.05	919.8	7783.1	0.01	0.01
1786945380	7.6	3.0	3.0	0.05	916.6	7783.1	0.01	0.01
1786945385	6.6	3.0	2.6	0.12	919.3	7783.1	0.01	0.01
1786945390	5.4	3.0	2.4	0.11	921.8	7783.1	0.01	0.01
1786945395	7.0	3.2	3.2	0.10	924.9	7783.1	0.01	0.01
1786945400	4.8	3.0	2.0	0.10	930.2	7783.1	0.01	0.01
1786945405	4.2	3.0	1.0	0.09	932.1	7783.1	0.01	0.01
1786945410	3.8	3.2	1.2	0.08	937.8	7783.1	0.01	0.01
1786945415	4.8	2.8	1.0	0.07	972.0	7783.1	0.01	0.01
1786945420	4.2	3.0	1.4	0.07	993.4	7783.1	0.01	0.01
1786945425	5.8	2.8	1.2	0.06	1027.6	7783.1	0.01	0.01
1786945430	5.8	3.2	1.6	0.06	1034.0	7783.1	0.01	0.01
1786945435	4.4	3.0	1.0	0.05	1037.0	7783.1	0.01	0.01
1786945440	4.2	3.0	1.0	0.05	1040.4	7783.1	0.01	0.01
1786945445	4.4	-1	1.2	0.04	1017.6	7783.1	0.00	0.01
