epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786953064	22.8	0.2	20.6	0.12	914.2	7783.1	0.00	0.00
1786953069	12.2	3.8	4.8	0.11	943.0	7783.1	0.00	0.01
1786953074	16.6	9.4	5.0	0.10	918.8	7783.1	0.01	0.02
1786953079	29.3	22.9	4.6	0.09	922.2	7783.1	0.02	0.04
1786953084	29.3	22.5	5.2	0.08	921.3	7783.1	0.02	0.04
1786953089	28.2	22.8	4.6	0.08	923.7	7783.1	0.02	0.04
1786953094	28.4	22.6	5.2	0.07	926.4	7783.1	0.02	0.04
1786953099	28.4	22.6	4.4	0.06	929.3	7783.1	0.02	0.04
1786953104	30.3	22.9	5.4	0.06	925.4	7783.1	0.02	0.04
1786953109	28.0	22.4	4.6	0.05	930.0	7783.1	0.02	0.04
1786953115	30.1	22.5	3.8	0.05	938.4	7783.1	0.02	0.04
1786953120	30.1	22.9	3.6	0.05	954.1	7783.1	0.02	0.04
1786953125	23.9	23.1	2.6	0.04	957.8	7783.1	0.02	0.04
1786953130	28.1	22.4	2.4	0.12	960.2	7783.1	0.02	0.04
1786953135	25.6	23.0	2.4	0.11	950.4	7783.1	0.02	0.04
1786953140	26.4	22.5	2.8	0.10	954.6	7783.1	0.02	0.04
1786953145	27.5	22.7	2.6	0.09	979.9	7783.1	0.02	0.04
1786953150	25.1	23.1	2.8	0.08	1011.6	7783.1	0.02	0.04
1786953155	27.8	23.2	3.6	0.08	1013.2	7783.1	0.02	0.04
1786953160	25.1	23.1	2.6	0.07	1017.8	7783.1	0.02	0.04
1786953165	45.5	-1	-1	0.15	652.8	7783.1	0.01	0.02
