label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_lcF_t2_120	120	3.0	90	27742	346.80	100.00	335.9	388.3	404.4	0	0	0	1786954779.578	1786954784.583	1786954864.578
