epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786949172	14.6	0.0	14.4	0.11	900.1	7783.1	0.00	0.00
1786949177	6.2	2.2	2.8	0.10	935.9	7783.1	0.00	0.01
1786949182	6.4	3.4	2.8	0.09	923.3	7783.1	0.01	0.01
1786949187	16.9	13.6	2.4	0.08	927.4	7783.1	0.02	0.04
1786949192	20.2	14.8	3.2	0.16	918.2	7783.1	0.03	0.05
1786949197	16.5	14.7	2.4	0.14	922.3	7783.1	0.03	0.05
1786949202	17.7	14.7	3.0	0.13	927.2	7783.1	0.03	0.05
1786949207	17.3	14.7	2.6	0.12	930.3	7783.1	0.03	0.05
1786949212	18.3	14.9	2.4	0.11	920.7	7783.1	0.03	0.05
1786949217	19.5	14.9	3.4	0.18	939.1	7783.1	0.03	0.05
1786949222	17.1	14.5	1.8	0.25	945.2	7783.1	0.03	0.05
1786949227	15.5	14.9	1.0	0.23	948.0	7783.1	0.03	0.05
1786949232	16.9	14.5	1.2	0.21	963.3	7783.1	0.03	0.05
1786949237	17.3	15.1	1.2	0.19	987.8	7783.1	0.03	0.05
1786949242	43.6	43.2	1.6	0.18	995.0	7783.1	0.03	0.05
1786949247	44.9	43.1	1.0	0.16	1000.3	7783.1	0.03	0.05
1786949252	16.3	14.5	1.0	0.15	1003.0	7783.1	0.03	0.05
1786949257	16.8	14.6	1.0	0.22	1006.1	7783.1	0.03	0.05
1786949262	15.9	14.5	1.0	0.28	998.7	7783.1	0.03	0.05
1786949267	17.0	14.6	1.0	0.26	1002.6	7783.1	0.03	0.05
1786949272	31.4	-1	-1	0.24	581.9	7783.1	0.02	0.03
