epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786955551	22.4	0.2	20.6	0.49	929.1	7783.1	0.00	0.00
1786955556	11.6	3.6	5.0	0.45	908.2	7783.1	0.00	0.01
1786955561	7.8	3.4	4.4	0.42	899.5	7783.1	0.00	0.01
1786955566	16.9	7.6	4.6	0.38	914.7	7783.1	0.01	0.01
1786955571	31.8	25.6	4.0	0.43	923.0	7783.1	0.03	0.05
1786955576	34.4	28.0	4.6	0.40	923.2	7783.1	0.03	0.05
1786955581	34.0	28.9	4.2	0.37	926.7	7783.1	0.03	0.05
1786955586	36.9	28.1	4.6	0.34	933.1	7783.1	0.03	0.05
1786955591	32.1	29.0	4.1	0.31	925.3	7783.1	0.03	0.05
1786955596	36.6	28.4	4.4	0.28	956.6	7783.1	0.03	0.05
1786955601	33.5	28.9	4.3	0.34	1008.7	7783.1	0.03	0.05
1786955606	31.7	28.7	2.0	0.31	999.5	7783.1	0.03	0.05
1786955611	90.2	81.3	2.2	0.77	1004.5	7783.1	0.03	0.05
1786955616	96.5	91.1	2.2	0.95	1008.3	7783.1	0.03	0.05
1786955621	98.6	94.6	2.0	0.87	1012.5	7783.1	0.03	0.05
1786955626	107.3	96.6	2.2	1.12	1010.4	7783.1	0.03	0.05
1786955631	95.7	85.4	2.2	1.11	1039.5	7783.1	0.03	0.05
1786955636	38.9	38.9	2.9	1.02	1044.9	7783.1	0.03	0.05
1786955641	34.2	31.2	2.4	0.94	1037.9	7783.1	0.03	0.05
1786955646	34.9	30.4	2.2	0.95	1043.1	7783.1	0.03	0.05
1786955651	55.5	27.7	-1	0.87	639.7	7783.1	0.03	0.05
1786955656	22.6	-1	0.0	0.80	608.6	7783.1	0.02	0.02
