label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_lc2_t3_160	160	3.0	90	27463	343.29	100.00	458.2	528.6	569.7	0	0	0	1786955564.164	1786955569.164	1786955649.163
