epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786947151	24.4	0.0	21.8	0.16	909.3	7783.1	0.00	0.00
1786947156	12.8	4.8	5.2	0.15	930.8	7783.1	0.00	0.01
1786947161	14.8	8.0	5.6	0.14	915.1	7783.1	0.01	0.01
1786947166	37.7	29.0	5.0	0.12	922.0	7783.1	0.02	0.04
1786947171	39.4	32.1	5.9	0.11	924.1	7783.1	0.03	0.05
1786947176	40.0	31.7	5.0	0.27	914.8	7783.1	0.03	0.05
1786947181	39.2	32.1	5.7	0.65	917.5	7783.1	0.03	0.05
1786947186	37.9	31.0	4.4	0.59	920.2	7783.1	0.03	0.05
1786947191	39.4	29.6	5.4	0.50	929.8	7783.1	0.03	0.05
1786947196	42.2	30.4	4.4	0.54	934.9	7783.1	0.03	0.05
1786947201	38.6	31.2	3.8	0.50	930.3	7783.1	0.03	0.05
1786947206	29.9	27.3	2.2	0.54	941.3	7783.1	0.03	0.05
1786947211	20.5	21.1	2.0	0.50	976.3	7783.1	0.03	0.05
1786947216	18.5	16.7	2.0	0.54	994.7	7783.1	0.03	0.05
1786947221	38.4	34.6	1.4	0.49	997.4	7783.1	0.03	0.05
1786947226	60.3	57.9	1.6	0.53	989.0	7783.1	0.03	0.05
1786947231	41.2	35.8	2.0	0.49	993.9	7783.1	0.03	0.05
1786947236	26.2	24.6	2.0	0.45	1000.0	7783.1	0.03	0.05
1786947241	25.6	25.2	1.8	0.58	1002.5	7783.1	0.03	0.05
1786947246	30.5	24.8	2.0	0.53	1016.7	7783.1	0.03	0.05
1786947251	38.3	-1	-1	0.49	580.3	7783.1	0.02	0.03
