epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786950587	5.0	3.2	0.0	0.18	606.5	7783.1	0.00	0.01
1786950592	3.6	3.2	0.0	0.17	597.2	7783.1	0.01	0.01
1786950597	4.8	3.2	0.0	0.16	599.1	7783.1	0.01	0.01
1786950602	5.8	3.0	0.0	0.14	599.6	7783.1	0.01	0.01
1786950607	3.4	3.0	0.0	0.13	599.9	7783.1	0.01	0.01
1786950612	5.8	3.0	0.0	0.12	600.3	7783.1	0.01	0.01
1786950617	18.7	3.2	0.0	0.11	609.8	7783.1	0.01	0.01
1786950622	5.6	3.2	0.0	0.10	609.8	7783.1	0.01	0.01
1786950627	4.6	3.0	0.0	0.09	610.3	7783.1	0.01	0.01
1786950632	6.0	3.2	0.0	0.09	611.5	7783.1	0.01	0.01
1786950637	4.6	3.0	0.0	0.08	613.0	7783.1	0.01	0.01
1786950642	3.6	3.2	0.0	0.07	602.4	7783.1	0.01	0.01
1786950647	6.0	3.2	0.0	0.15	603.2	7783.1	0.01	0.01
1786950652	2.8	3.2	0.0	0.13	604.1	7783.1	0.01	0.01
1786950657	5.4	3.0	0.0	0.12	604.9	7783.1	0.01	0.01
1786950662	4.6	3.0	0.0	0.11	594.4	7783.1	0.01	0.01
1786950667	4.4	3.2	0.0	0.10	596.1	7783.1	0.01	0.01
1786950672	3.8	3.0	0.0	0.10	597.1	7783.1	0.01	0.01
