epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951655	15.0	0.0	14.2	0.15	909.8	7783.1	0.00	0.00
1786951660	7.2	3.4	2.8	0.14	941.1	7783.1	0.00	0.01
1786951665	11.4	6.0	3.0	0.12	920.1	7783.1	0.01	0.02
1786951670	11.9	6.0	2.4	0.11	924.2	7783.1	0.01	0.02
1786951675	8.2	6.2	3.0	0.10	902.4	7783.1	0.01	0.02
1786951680	6.8	6.0	2.6	0.10	905.8	7783.1	0.01	0.02
1786951685	9.2	6.0	2.8	0.09	908.0	7783.1	0.01	0.02
1786951690	9.8	6.0	2.6	0.08	910.2	7783.1	0.01	0.02
1786951695	8.4	6.0	2.6	0.07	922.0	7783.1	0.01	0.02
1786951700	10.4	6.0	3.0	0.15	915.6	7783.1	0.01	0.02
1786951705	10.8	6.0	1.8	0.14	922.8	7783.1	0.01	0.02
1786951710	9.8	6.2	1.0	0.12	925.0	7783.1	0.01	0.02
1786951715	6.8	6.0	1.4	0.11	950.0	7783.1	0.01	0.02
1786951720	9.6	6.2	1.6	0.11	980.8	7783.1	0.01	0.02
1786951725	7.4	6.0	1.2	0.10	970.7	7783.1	0.01	0.02
1786951730	10.5	6.2	1.0	0.09	974.4	7783.1	0.01	0.02
1786951735	9.8	6.0	1.0	0.08	977.8	7783.1	0.01	0.02
1786951740	9.6	6.0	1.0	0.16	971.7	7783.1	0.01	0.02
1786951745	6.8	6.0	1.0	0.22	976.2	7783.1	0.01	0.02
1786951750	6.4	-1	1.0	0.20	962.1	7783.1	0.01	0.02
