epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786947861	17.0	0.0	16.2	0.04	907.0	7783.1	0.00	0.00
1786947866	7.2	2.4	3.2	0.04	930.0	7783.1	0.00	0.01
1786947871	13.2	8.0	3.4	0.03	912.9	7783.1	0.01	0.02
1786947876	15.3	12.9	2.8	0.03	912.2	7783.1	0.02	0.04
1786947881	15.7	12.7	3.6	0.03	914.9	7783.1	0.02	0.04
1786947886	14.3	12.9	3.0	0.02	917.8	7783.1	0.02	0.04
1786947891	17.6	12.6	3.2	0.02	921.2	7783.1	0.02	0.04
1786947896	15.7	12.9	3.0	0.02	912.2	7783.1	0.02	0.04
1786947901	19.7	12.9	3.6	0.10	918.2	7783.1	0.02	0.04
1786947906	36.8	13.1	3.2	0.09	928.8	7783.1	0.03	0.12
1786947911	14.3	12.9	2.2	0.08	922.7	7783.1	0.02	0.04
1786947916	16.8	12.8	2.0	0.08	941.0	7783.1	0.02	0.04
1786947921	13.9	12.7	1.0	0.07	944.0	7783.1	0.02	0.04
1786947926	12.9	12.9	1.2	0.06	946.6	7783.1	0.02	0.04
1786947931	12.7	12.7	1.2	0.06	948.6	7783.1	0.02	0.04
1786947936	14.4	12.4	1.2	0.05	938.2	7783.1	0.02	0.04
1786947941	15.4	12.8	1.0	0.05	949.3	7783.1	0.02	0.04
1786947946	12.1	12.9	1.4	0.13	982.0	7783.1	0.02	0.04
1786947951	14.7	12.9	2.0	0.12	1005.9	7783.1	0.02	0.04
1786947956	15.7	12.7	1.2	0.11	1012.8	7783.1	0.02	0.04
