label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
C_r3_20	20	3.0	90	4798	60.02	100.00	20.7	29.1	33.5	0	0	0	1786951534.713	1786951539.744	1786951619.680
