seq	arm	started_at	elapsed_ms	errno
1	B	2026-08-13 16:10:44.463	4	0
2	B	2026-08-13 16:10:44.671	1	0
3	B	2026-08-13 16:10:44.874	2	0
4	B	2026-08-13 16:10:45.078	1	0
5	B	2026-08-13 16:10:45.281	2	0
6	B	2026-08-13 16:10:45.486	2	0
7	B	2026-08-13 16:10:45.690	2	0
8	B	2026-08-13 16:10:45.893	2	0
9	B	2026-08-13 16:10:46.096	2	0
10	B	2026-08-13 16:10:46.300	1	0
11	B	2026-08-13 16:10:46.503	2	0
12	B	2026-08-13 16:10:46.706	2	0
13	B	2026-08-13 16:10:46.909	2	0
14	B	2026-08-13 16:10:47.113	1	0
15	B	2026-08-13 16:10:47.315	2	0
16	B	2026-08-13 16:10:47.519	1	0
17	B	2026-08-13 16:10:47.722	3	0
18	B	2026-08-13 16:10:47.927	4	0
19	B	2026-08-13 16:10:48.135	4	0
20	B	2026-08-13 16:10:48.344	4	0
21	B	2026-08-13 16:10:48.552	4	0
22	B	2026-08-13 16:10:48.759	4	0
23	B	2026-08-13 16:10:48.967	4	0
24	B	2026-08-13 16:10:49.175	4	0
25	B	2026-08-13 16:10:49.383	5	0
26	B	2026-08-13 16:10:49.593	4	0
27	B	2026-08-13 16:10:49.800	5	0
28	B	2026-08-13 16:10:50.008	4	0
29	B	2026-08-13 16:10:50.215	4	0
30	B	2026-08-13 16:10:50.424	4	0
31	B	2026-08-13 16:10:50.633	10	0
32	B	2026-08-13 16:10:50.845	2	0
33	B	2026-08-13 16:10:51.048	10	0
34	B	2026-08-13 16:10:51.267	10	0
35	B	2026-08-13 16:10:51.502	4	0
36	B	2026-08-13 16:10:51.708	4	0
37	B	2026-08-13 16:10:51.915	4	0
38	B	2026-08-13 16:10:52.123	4	0
39	B	2026-08-13 16:10:52.332	3	0
40	B	2026-08-13 16:10:52.540	5	0
41	B	2026-08-13 16:10:52.748	4	0
42	B	2026-08-13 16:10:52.955	4	0
43	B	2026-08-13 16:10:53.163	4	0
44	B	2026-08-13 16:10:53.370	5	0
45	B	2026-08-13 16:10:53.578	4	0
46	B	2026-08-13 16:10:53.785	4	0
47	B	2026-08-13 16:10:53.993	5	0
48	B	2026-08-13 16:10:54.202	4	0
49	B	2026-08-13 16:10:54.409	5	0
50	B	2026-08-13 16:10:54.619	4	0
51	B	2026-08-13 16:10:54.826	6	0
52	B	2026-08-13 16:10:55.037	4	0
