seq	arm	started_at	elapsed_ms	errno
1	B	2026-08-13 16:09:02.314	5	0
2	B	2026-08-13 16:09:02.523	1	0
3	B	2026-08-13 16:09:02.726	1	0
4	B	2026-08-13 16:09:02.929	2	0
5	B	2026-08-13 16:09:03.132	1	0
6	B	2026-08-13 16:09:03.337	1	0
7	B	2026-08-13 16:09:03.540	2	0
8	B	2026-08-13 16:09:03.743	2	0
9	B	2026-08-13 16:09:03.946	2	0
10	B	2026-08-13 16:09:04.150	1	0
11	B	2026-08-13 16:09:04.353	1	0
12	B	2026-08-13 16:09:04.556	1	0
13	B	2026-08-13 16:09:04.759	2	0
14	B	2026-08-13 16:09:04.962	2	0
15	B	2026-08-13 16:09:05.166	1	0
16	B	2026-08-13 16:09:05.369	2	0
17	B	2026-08-13 16:09:05.572	3	0
18	B	2026-08-13 16:09:05.776	2	0
19	B	2026-08-13 16:09:05.980	2	0
20	B	2026-08-13 16:09:06.183	2	0
21	B	2026-08-13 16:09:06.386	2	0
22	B	2026-08-13 16:09:06.591	2	0
23	B	2026-08-13 16:09:06.795	3	0
24	B	2026-08-13 16:09:07.002	3	0
25	B	2026-08-13 16:09:07.209	4	0
26	B	2026-08-13 16:09:07.417	4	0
27	B	2026-08-13 16:09:07.625	4	0
28	B	2026-08-13 16:09:07.832	6	0
29	B	2026-08-13 16:09:08.040	8	0
30	B	2026-08-13 16:09:08.288	9	0
31	B	2026-08-13 16:09:08.503	7	0
32	B	2026-08-13 16:09:08.711	2	0
33	B	2026-08-13 16:09:08.914	2	0
34	B	2026-08-13 16:09:09.118	1	0
35	B	2026-08-13 16:09:09.321	1	0
36	B	2026-08-13 16:09:09.524	2	0
37	B	2026-08-13 16:09:09.727	2	0
38	B	2026-08-13 16:09:09.931	2	0
39	B	2026-08-13 16:09:10.134	2	0
40	B	2026-08-13 16:09:10.337	2	0
41	B	2026-08-13 16:09:10.541	1	0
42	B	2026-08-13 16:09:10.744	2	0
43	B	2026-08-13 16:09:10.947	1	0
44	B	2026-08-13 16:09:11.150	2	0
45	B	2026-08-13 16:09:11.353	2	0
46	B	2026-08-13 16:09:11.556	2	0
47	B	2026-08-13 16:09:11.760	2	0
48	B	2026-08-13 16:09:11.964	4	0
49	B	2026-08-13 16:09:12.173	4	0
