ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-08-23T15:23:31Z	8452d0c	16	8	3.9.25	Intel(R) Xeon(R) Platinum 8488C	cpu	12375620.0	iter/s	0.2424	
2026-08-23T15:23:31Z	8452d0c	16	8	3.9.25	Intel(R) Xeon(R) Platinum 8488C	infer				ModuleNotFoundError("No module named 'cv2'")
2026-08-23T16:00:24Z	7bbd7e4	16	8	3.12.13	Intel(R) Xeon(R) Platinum 8488C	cpu	17376033.3	iter/s	0.1727	
2026-08-23T16:00:24Z	7bbd7e4	16	8	3.12.13	Intel(R) Xeon(R) Platinum 8488C	infer	54.49	fps	1.8354	0.10.21
