ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-08-29T06:12:59Z	5ca05ba	32	16	3.9.25	Intel(R) Xeon(R) Platinum 8488C	cpu	14276425.5	iter/s	0.2101	
2026-08-29T06:12:59Z	5ca05ba	32	16	3.9.25	Intel(R) Xeon(R) Platinum 8488C	infer				ModuleNotFoundError("No module named 'cv2'")
2026-08-29T06:13:01Z	5ca05ba	32	16	3.12.13	Intel(R) Xeon(R) Platinum 8488C	cpu	19532397.0	iter/s	0.1536	
2026-08-29T06:13:01Z	5ca05ba	32	16	3.12.13	Intel(R) Xeon(R) Platinum 8488C	infer	75.46	fps	1.3253	0.10.21
