label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_r1_40	40	3.0	90	9590	119.91	100.00	23.1	34.5	40.4	0	0	0	1786872248.644	1786872253.660	1786872333.639
