epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786872245	15.4	0.0	15.2	0.00	776.9	7783.1
1786872250	8.8	4.2	3.0	0.00	812.5	7783.1
1786872255	11.8	6.6	3.4	0.00	792.4	7783.1
1786872260	13.7	6.8	3.2	0.00	795.6	7783.1
1786872265	11.4	6.6	3.4	0.00	787.5	7783.1
1786872270	11.2	6.6	3.0	0.00	790.2	7783.1
1786872275	11.8	6.8	3.4	0.00	793.6	7783.1
1786872280	10.6	6.6	3.0	0.00	796.0	7783.1
1786872285	9.2	6.6	2.8	0.00	797.7	7783.1
1786872290	12.8	6.8	3.6	0.00	802.0	7783.1
1786872295	11.4	6.6	2.4	0.08	808.3	7783.1
1786872300	7.8	6.6	1.4	0.07	810.1	7783.1
1786872305	9.0	6.8	1.4	0.07	820.4	7783.1
1786872310	8.8	6.4	1.6	0.06	849.1	7783.1
1786872315	9.4	7.0	2.2	0.14	864.1	7783.1
1786872320	8.6	6.8	1.4	0.13	856.3	7783.1
1786872325	8.8	6.8	1.4	0.12	860.7	7783.1
1786872330	9.6	6.6	1.4	0.11	863.1	7783.1
1786872335	10.4	6.8	1.4	0.10	866.0	7783.1
1786872340	7.6	-118.0	1.6	0.09	838.7	7783.1
