epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786872368	17.0	0.2	15.0	0.11	784.8	7783.1
1786872373	8.0	2.4	3.2	0.10	818.3	7783.1
1786872378	13.2	9.0	3.4	0.09	788.8	7783.1
1786872383	14.8	9.6	2.8	0.08	794.8	7783.1
1786872388	14.4	9.6	3.8	0.08	789.5	7783.1
1786872393	13.8	9.4	2.8	0.07	792.6	7783.1
1786872398	16.9	9.6	3.4	0.06	795.0	7783.1
1786872403	9.7	9.4	3.0	0.06	797.2	7783.1
1786872408	14.0	9.4	3.6	0.05	799.5	7783.1
1786872413	13.7	9.4	3.0	0.13	796.2	7783.1
1786872418	14.6	9.4	2.4	0.12	800.0	7783.1
1786872423	13.6	9.6	1.4	0.11	803.5	7783.1
1786872428	10.9	9.4	1.6	0.10	835.5	7783.1
1786872433	12.6	9.4	2.2	0.09	861.3	7783.1
1786872438	13.6	9.6	1.2	0.08	863.2	7783.1
1786872443	11.8	9.6	1.6	0.24	852.4	7783.1
1786872448	12.0	9.6	1.4	0.22	856.8	7783.1
1786872453	11.0	9.6	1.4	0.20	859.2	7783.1
1786872458	13.6	9.4	1.4	0.18	863.1	7783.1
1786872463	11.6	9.2	1.4	0.17	869.0	7783.1
