epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873412	15.6	0.2	15.0	0.16	780.2	7783.1
1786873417	5.8	2.4	3.2	0.14	814.4	7783.1
1786873422	10.6	6.8	3.2	0.13	790.7	7783.1
1786873427	13.9	12.0	3.0	0.12	800.6	7783.1
1786873432	16.8	12.0	3.6	0.11	797.9	7783.1
1786873437	14.9	12.0	2.8	0.10	799.4	7783.1
1786873442	14.7	12.0	3.4	0.09	792.9	7783.1
1786873447	15.3	12.0	2.8	0.09	797.0	7783.1
1786873452	17.2	11.8	3.8	0.08	804.1	7783.1
1786873457	15.7	12.0	3.0	0.07	810.2	7783.1
1786873462	17.5	12.2	2.2	0.23	813.9	7783.1
1786873467	13.9	12.0	1.6	0.21	814.3	7783.1
1786873473	13.5	12.0	1.4	0.19	850.6	7783.1
1786873478	13.1	12.0	2.2	0.18	862.9	7783.1
1786873483	15.0	12.0	1.4	0.24	866.1	7783.1
1786873488	13.5	12.2	1.4	0.22	857.2	7783.1
1786873493	16.8	12.2	1.4	0.20	865.8	7783.1
1786873498	16.7	12.2	1.2	0.19	868.0	7783.1
1786873503	12.5	12.4	1.6	0.25	872.7	7783.1
1786873508	14.8	12.0	1.6	0.23	890.3	7783.1
