epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786877863	15.8	0.2	15.2	0.12	778.1	7783.1
1786877868	9.4	4.0	3.0	0.11	821.8	7783.1
1786877873	10.4	6.8	3.4	0.10	779.3	7783.1
1786877878	10.4	6.2	3.0	0.10	780.6	7783.1
1786877883	12.8	6.6	3.6	0.09	774.4	7783.1
1786877888	10.0	6.6	2.8	0.08	777.8	7783.1
1786877893	12.8	6.2	3.6	0.07	784.1	7783.1
1786877898	10.4	6.8	2.8	0.07	787.6	7783.1
1786877903	10.2	6.2	3.4	0.06	802.0	7783.1
1786877908	10.6	6.6	3.0	0.06	792.0	7783.1
1786877913	8.4	6.4	2.4	0.05	795.9	7783.1
1786877918	9.8	6.6	1.4	0.05	810.2	7783.1
1786877923	9.8	6.8	1.8	0.12	845.1	7783.1
1786877928	8.4	6.4	2.0	0.11	861.1	7783.1
1786877933	9.6	6.6	1.4	0.18	855.3	7783.1
1786877938	9.8	6.6	1.4	0.17	857.2	7783.1
1786877943	8.8	7.0	1.4	0.16	859.7	7783.1
1786877948	10.6	6.6	1.4	0.14	861.8	7783.1
1786877953	10.0	6.8	1.4	0.13	864.6	7783.1
1786877958	6.0	-116.0	1.6	0.12	859.4	7783.1
