epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786871266	4.8	3.6	0.0	0.04	471.0	7783.1
1786871271	4.8	3.6	0.0	0.03	474.1	7783.1
1786871276	5.2	3.8	0.0	0.03	475.4	7783.1
1786871281	5.0	3.4	0.0	0.03	475.4	7783.1
1786871286	5.0	3.6	0.0	0.02	475.6	7783.1
1786871291	3.8	3.6	0.0	0.02	475.9	7783.1
1786871296	4.8	3.6	0.0	0.02	476.4	7783.1
1786871301	4.6	3.6	0.0	0.02	476.6	7783.1
1786871306	4.4	3.6	0.0	0.02	477.1	7783.1
1786871311	4.2	3.6	0.0	0.02	477.3	7783.1
1786871316	5.2	3.4	0.0	0.01	477.3	7783.1
1786871321	4.0	3.8	0.0	0.01	477.6	7783.1
1786871326	5.0	3.4	0.0	0.01	479.1	7783.1
1786871331	6.2	3.8	0.0	0.01	482.0	7783.1
1786871336	3.0	3.4	0.0	0.01	482.0	7783.1
1786871341	5.0	3.6	0.0	0.01	482.2	7783.1
1786871346	5.4	3.6	0.0	0.09	482.7	7783.1
1786871351	3.4	3.6	0.0	0.08	483.0	7783.1
