epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786875908	2.8	2.6	0.0	0.07	475.6	7783.1
1786875913	2.0	1.8	0.0	0.06	475.6	7783.1
1786875918	10.1	10.8	0.0	0.06	486.4	7783.1
1786875923	18.1	16.8	0.0	0.05	487.1	7783.1
1786875928	16.9	16.8	0.0	0.05	487.4	7783.1
1786875933	17.1	17.0	0.0	0.05	487.9	7783.1
1786875938	20.2	16.6	0.0	0.12	490.1	7783.1
1786875943	20.2	16.4	0.0	0.11	492.5	7783.1
1786875948	18.1	17.0	0.0	0.10	493.5	7783.1
1786875953	18.3	16.6	0.0	0.09	499.4	7783.1
1786875958	15.2	16.8	0.0	0.09	500.6	7783.1
1786875963	37.7	40.2	0.0	0.08	501.1	7783.1
1786875968	54.0	48.2	0.0	0.07	502.3	7783.1
1786875973	67.6	50.2	0.0	0.15	497.4	7783.1
1786875978	47.9	42.4	0.0	0.14	497.9	7783.1
1786875983	40.8	39.4	0.0	0.12	500.4	7783.1
1786875988	17.7	17.2	0.0	0.19	501.3	7783.1
1786875993	18.7	17.0	0.0	0.18	501.6	7783.1
1786875998	18.9	17.2	0.0	0.16	502.1	7783.1
1786876003	16.7	16.8	0.0	0.23	502.5	7783.1
