epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786872491	15.2	0.0	14.8	0.19	794.6	7783.1
1786872496	6.8	2.6	3.6	0.18	757.1	7783.1
1786872501	12.2	7.6	3.0	0.16	767.7	7783.1
1786872506	17.4	12.2	3.6	0.23	778.2	7783.1
1786872511	16.4	12.2	2.8	0.29	780.9	7783.1
1786872516	16.1	12.2	3.6	0.27	780.7	7783.1
1786872521	13.8	12.2	3.0	0.25	784.4	7783.1
1786872526	16.3	12.4	3.6	0.23	788.8	7783.1
1786872531	18.0	12.2	3.0	0.21	796.3	7783.1
1786872536	15.3	12.2	3.0	0.27	806.6	7783.1
1786872541	17.8	12.2	3.0	0.25	853.3	7783.1
1786872546	14.3	12.4	1.6	0.23	844.2	7783.1
1786872551	13.7	12.4	1.4	0.21	848.6	7783.1
1786872556	17.3	12.6	1.4	0.19	852.8	7783.1
1786872561	14.5	12.4	1.4	0.18	856.2	7783.1
1786872566	14.7	12.4	1.4	0.16	845.4	7783.1
1786872571	18.1	12.8	1.4	0.23	862.1	7783.1
1786872576	13.7	12.2	2.2	0.21	883.7	7783.1
1786872581	14.7	12.8	1.4	0.20	888.3	7783.1
1786872586	12.3	12.6	1.4	0.26	891.0	7783.1
