epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786875012	16.6	0.2	15.0	0.07	784.5	7783.1
1786875017	7.8	2.4	3.2	0.06	759.5	7783.1
1786875022	11.8	6.4	3.0	0.06	772.5	7783.1
1786875027	14.5	12.2	3.4	0.05	780.5	7783.1
1786875033	16.6	12.2	3.0	0.05	772.7	7783.1
1786875038	17.0	12.2	3.4	0.04	780.2	7783.1
1786875043	15.3	12.0	3.2	0.04	784.9	7783.1
1786875048	16.4	12.2	2.8	0.04	788.8	7783.1
1786875053	15.5	12.2	3.6	0.03	780.8	7783.1
1786875058	18.2	12.0	3.0	0.03	784.0	7783.1
1786875063	15.1	12.2	2.4	0.03	829.2	7783.1
1786875068	16.0	12.4	2.2	0.02	850.8	7783.1
1786875073	31.0	12.6	1.4	0.02	865.7	7783.1
1786875078	17.1	12.4	1.4	0.02	858.1	7783.1
1786875083	15.6	12.2	1.4	0.02	860.2	7783.1
1786875088	13.1	12.4	1.2	0.02	863.1	7783.1
1786875093	15.6	12.2	1.4	0.02	866.6	7783.1
1786875098	12.1	12.4	1.6	0.01	877.9	7783.1
1786875103	16.2	12.4	2.0	0.09	891.9	7783.1
1786875108	13.3	12.4	1.6	0.17	892.4	7783.1
