epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786878108	17.2	0.2	15.2	0.10	787.8	7783.1
1786878113	7.8	2.2	3.2	0.10	815.3	7783.1
1786878118	13.0	8.0	3.2	0.09	792.8	7783.1
1786878123	16.5	12.6	3.0	0.08	799.2	7783.1
1786878128	18.4	12.4	3.6	0.07	798.9	7783.1
1786878134	15.7	12.2	3.0	0.07	801.4	7783.1
1786878139	16.7	12.2	3.4	0.06	780.2	7783.1
1786878144	16.2	12.2	3.0	0.06	784.1	7783.1
1786878149	18.0	12.2	3.6	0.13	796.6	7783.1
1786878154	13.3	12.2	2.8	0.12	800.8	7783.1
1786878159	16.2	12.2	2.4	0.11	804.7	7783.1
1786878164	13.9	12.4	1.6	0.10	814.3	7783.1
1786878169	16.8	12.2	1.6	0.09	850.2	7783.1
1786878174	17.0	12.4	2.0	0.09	864.2	7783.1
1786878179	14.7	12.4	1.4	0.08	867.3	7783.1
1786878184	14.7	12.4	1.6	0.07	869.8	7783.1
1786878189	15.8	12.2	1.2	0.07	859.9	7783.1
1786878194	12.9	12.4	1.4	0.06	862.9	7783.1
1786878199	17.4	12.6	1.4	0.06	867.0	7783.1
1786878204	16.2	12.6	1.8	0.05	888.0	7783.1
