epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786877119	4.4	3.8	0.0	0.01	468.7	7783.1
1786877124	9.6	6.8	0.0	0.09	471.1	7783.1
1786877129	7.6	6.8	0.0	0.08	472.3	7783.1
1786877134	7.8	6.6	0.0	0.08	473.1	7783.1
1786877139	5.6	6.8	0.0	0.07	474.5	7783.1
1786877144	6.4	6.6	0.0	0.06	476.0	7783.1
1786877149	8.2	6.6	0.0	0.06	477.5	7783.1
1786877154	7.8	7.0	0.0	0.05	478.7	7783.1
1786877159	8.8	6.4	0.0	0.05	479.2	7783.1
1786877164	8.4	6.8	0.0	0.05	479.9	7783.1
1786877169	8.6	6.6	0.0	0.04	480.9	7783.1
1786877174	5.4	6.6	0.0	0.04	481.4	7783.1
1786877179	25.1	7.0	0.0	0.20	472.7	7783.1
1786877184	8.2	6.8	0.0	0.18	473.6	7783.1
1786877189	7.2	6.8	0.0	0.16	474.6	7783.1
1786877194	8.2	6.8	0.0	0.15	475.6	7783.1
1786877200	9.4	6.6	0.0	0.14	477.6	7783.1
1786877205	6.6	6.6	0.0	0.13	478.8	7783.1
