epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873166	16.2	0.2	15.0	0.08	773.2	7783.1
1786873171	7.8	3.8	3.4	0.08	778.6	7783.1
1786873177	10.6	6.6	3.0	0.07	781.5	7783.1
1786873182	8.7	6.6	3.0	0.06	788.5	7783.1
1786873187	10.4	6.8	3.4	0.06	787.3	7783.1
1786873192	10.2	6.8	3.0	0.05	788.1	7783.1
1786873197	10.8	6.8	3.2	0.37	788.9	7783.1
1786873202	9.8	7.0	3.2	0.42	779.7	7783.1
1786873207	10.4	6.6	3.6	0.39	787.8	7783.1
1786873212	12.2	6.6	2.8	0.36	791.2	7783.1
1786873217	8.6	6.6	2.4	0.33	798.3	7783.1
1786873222	10.8	6.8	1.8	0.30	828.0	7783.1
1786873227	10.0	6.6	1.8	0.28	841.5	7783.1
1786873232	8.8	6.6	1.6	0.25	845.6	7783.1
1786873237	8.0	6.8	1.4	0.23	847.6	7783.1
1786873242	8.6	6.4	1.2	0.21	852.0	7783.1
1786873247	9.2	6.8	1.6	0.28	855.4	7783.1
1786873252	9.2	6.6	1.4	0.26	846.8	7783.1
1786873257	7.2	6.8	1.6	0.23	856.6	7783.1
1786873262	9.2	-117.8	2.0	0.22	855.0	7783.1
