epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786875444	4.0	3.6	0.0	0.08	475.3	7783.1
1786875449	5.8	3.6	0.0	0.08	477.5	7783.1
1786875454	6.4	3.6	0.0	0.07	478.0	7783.1
1786875459	5.8	3.8	0.0	0.07	478.2	7783.1
1786875464	2.8	3.8	0.0	0.06	479.7	7783.1
1786875469	6.4	3.6	0.0	0.06	480.4	7783.1
1786875474	6.2	3.6	0.0	0.05	484.4	7783.1
1786875479	3.6	3.8	0.0	0.05	484.9	7783.1
1786875484	4.8	3.8	0.0	0.12	485.1	7783.1
1786875489	4.0	3.6	0.0	0.11	485.6	7783.1
1786875494	5.2	3.6	0.0	0.10	486.8	7783.1
1786875499	5.2	4.0	0.0	0.09	486.8	7783.1
1786875504	5.6	3.8	0.0	0.17	487.1	7783.1
1786875509	3.6	3.8	0.0	0.15	485.6	7783.1
1786875514	4.4	3.6	0.0	0.14	486.1	7783.1
1786875519	4.4	3.6	0.0	0.13	486.2	7783.1
1786875524	3.2	3.6	0.0	0.12	476.6	7783.1
1786875529	5.8	3.8	0.0	0.11	477.1	7783.1
