epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876205	15.8	0.2	14.8	0.09	796.1	7783.1
1786876210	9.2	3.2	3.0	0.08	827.2	7783.1
1786876215	6.6	3.6	3.4	0.08	778.9	7783.1
1786876220	11.3	3.6	3.0	0.23	788.9	7783.1
1786876225	7.6	3.6	3.6	0.21	780.1	7783.1
1786876230	6.6	3.8	2.8	0.20	782.1	7783.1
1786876235	7.0	3.6	3.6	0.18	784.8	7783.1
1786876240	6.4	3.4	2.8	0.16	788.7	7783.1
1786876245	8.4	3.6	3.6	0.15	788.7	7783.1
1786876250	8.4	3.6	3.0	0.14	793.1	7783.1
1786876255	6.8	3.6	2.4	0.13	796.6	7783.1
1786876260	6.8	3.6	1.4	0.12	819.8	7783.1
1786876265	7.4	3.6	1.6	0.11	853.9	7783.1
1786876270	5.8	3.6	2.2	0.10	857.7	7783.1
1786876275	19.7	3.8	1.4	0.09	855.4	7783.1
1786876280	6.8	3.4	1.4	0.08	858.9	7783.1
1786876285	6.8	4.0	1.4	0.08	862.1	7783.1
1786876290	6.2	3.6	1.4	0.07	852.5	7783.1
1786876295	6.0	3.4	1.6	0.06	855.9	7783.1
1786876300	6.0	-64.8	2.2	0.06	855.9	7783.1
