epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873536	15.8	0.0	15.0	0.19	794.5	7783.1
1786873541	8.2	2.4	3.0	0.26	824.1	7783.1
1786873546	6.4	2.0	3.4	0.24	783.2	7783.1
1786873551	15.2	10.2	3.0	0.22	790.7	7783.1
1786873556	19.3	15.4	3.4	0.28	783.4	7783.1
1786873561	15.4	15.2	3.0	0.26	786.3	7783.1
1786873566	38.8	15.4	3.4	0.24	798.3	7783.1
1786873571	17.4	15.4	3.0	0.22	799.6	7783.1
1786873576	18.0	15.6	3.6	0.20	807.4	7783.1
1786873581	18.7	15.6	3.0	0.18	810.9	7783.1
1786873586	21.2	15.4	2.4	0.17	817.0	7783.1
1786873591	19.0	15.6	1.4	0.16	849.4	7783.1
1786873597	15.0	15.6	2.2	0.14	866.2	7783.1
1786873602	45.2	44.4	1.4	0.13	871.2	7783.1
1786873607	52.5	47.2	1.4	0.12	873.7	7783.1
1786873612	54.0	45.6	1.6	0.35	883.1	7783.1
1786873617	37.9	32.4	1.2	0.32	884.4	7783.1
1786873622	15.2	17.0	1.6	0.30	874.9	7783.1
1786873627	18.5	16.0	1.4	0.27	880.1	7783.1
1786873632	20.8	16.4	2.0	0.25	902.7	7783.1
1786873637	36.0	17.0	-60.4	0.31	495.1	7783.1
