epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876574	34.1	0.0	15.4	0.27	848.7	7783.1
1786876579	7.6	2.6	3.4	0.25	772.4	7783.1
1786876584	9.6	6.8	2.8	0.22	784.1	7783.1
1786876589	14.7	12.0	3.6	0.21	783.1	7783.1
1786876594	17.8	12.0	3.0	0.19	774.9	7783.1
1786876599	12.6	12.0	2.8	0.17	779.6	7783.1
1786876604	13.0	12.0	3.4	0.16	784.5	7783.1
1786876609	14.7	12.2	2.6	0.15	790.1	7783.1
1786876614	13.3	12.2	3.8	0.14	799.6	7783.1
1786876619	17.2	12.0	3.0	0.12	790.0	7783.1
1786876624	14.7	12.0	2.4	0.11	807.9	7783.1
1786876629	13.9	12.0	1.4	0.10	838.6	7783.1
1786876634	17.0	12.0	2.0	0.10	859.7	7783.1
1786876639	14.5	12.2	1.4	0.09	853.1	7783.1
1786876644	13.5	12.2	1.4	0.08	856.0	7783.1
1786876649	15.4	12.4	1.4	0.07	859.9	7783.1
1786876654	13.5	12.2	1.4	0.07	862.1	7783.1
1786876659	14.3	12.4	1.2	0.06	864.8	7783.1
1786876664	11.7	12.2	1.6	0.06	881.3	7783.1
1786876669	14.5	12.2	2.2	0.05	890.4	7783.1
