epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786875673	15.8	2.6	0.0	0.07	480.3	7783.1
1786875678	8.8	8.2	0.0	0.07	483.9	7783.1
1786875683	11.4	9.6	0.0	0.06	483.9	7783.1
1786875688	10.0	9.2	0.0	0.06	484.1	7783.1
1786875693	11.0	9.2	0.0	0.05	484.6	7783.1
1786875698	10.8	9.6	0.0	0.05	485.1	7783.1
1786875703	9.0	9.2	0.0	0.12	485.4	7783.1
1786875708	10.0	9.4	0.0	0.19	487.0	7783.1
1786875713	12.6	9.4	0.0	0.18	490.0	7783.1
1786875718	11.6	9.2	0.0	0.16	490.0	7783.1
1786875723	10.2	9.8	0.0	0.15	490.0	7783.1
1786875728	10.2	9.6	0.0	0.14	490.0	7783.1
1786875733	9.8	9.4	0.0	0.13	490.0	7783.1
1786875738	10.2	9.6	0.0	0.12	490.2	7783.1
1786875743	10.2	9.8	0.0	0.11	490.7	7783.1
1786875748	11.4	9.6	0.0	0.10	490.7	7783.1
1786875753	9.3	9.6	0.0	0.09	491.0	7783.1
1786875758	8.7	9.6	0.0	0.08	491.0	7783.1
1786875763	12.4	9.4	0.0	0.32	491.0	7783.1
