epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786872614	16.2	0.2	15.0	0.21	776.2	7783.1
1786872619	8.2	2.4	3.2	0.19	815.5	7783.1
1786872624	6.2	1.8	3.4	0.18	784.3	7783.1
1786872629	15.7	12.4	2.8	0.16	792.3	7783.1
1786872634	16.3	16.8	3.6	0.15	805.1	7783.1
1786872639	19.2	16.8	3.0	0.14	807.3	7783.1
1786872645	20.2	16.8	3.4	0.13	810.5	7783.1
1786872650	21.5	16.6	3.2	0.12	802.1	7783.1
1786872655	19.6	16.6	3.0	0.19	814.4	7783.1
1786872660	19.4	16.6	3.6	0.17	820.3	7783.1
1786872665	35.1	17.0	2.4	0.16	809.4	7783.1
1786872670	16.8	16.4	1.2	0.14	812.2	7783.1
1786872675	45.2	42.0	2.2	0.13	841.9	7783.1
1786872680	53.7	49.4	1.6	0.12	848.3	7783.1
1786872685	54.4	50.2	1.4	0.35	851.9	7783.1
1786872690	58.9	49.6	1.4	0.40	857.0	7783.1
1786872695	32.3	28.8	1.4	0.37	848.5	7783.1
1786872700	17.2	17.0	1.4	0.34	851.1	7783.1
1786872705	20.3	17.0	2.2	0.31	870.1	7783.1
1786872710	19.3	16.6	1.4	0.45	874.5	7783.1
1786872715	41.7	17.2	-60.8	0.41	493.3	7783.1
