epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876030	3.4	2.6	0.0	0.15	482.5	7783.1
1786876035	2.6	1.8	0.0	0.14	483.0	7783.1
1786876040	6.0	4.6	0.0	0.13	493.3	7783.1
1786876045	14.2	12.4	0.0	0.12	497.4	7783.1
1786876050	17.5	17.2	0.0	0.11	500.1	7783.1
1786876055	17.3	16.8	0.0	0.10	500.3	7783.1
1786876060	17.2	17.2	0.0	0.09	501.5	7783.1
1786876065	19.1	16.8	0.0	0.08	503.0	7783.1
1786876070	17.1	17.0	0.0	0.08	504.0	7783.1
1786876076	17.4	17.0	0.0	0.15	508.9	7783.1
1786876081	17.7	16.8	0.0	0.14	509.2	7783.1
1786876086	15.0	17.0	0.0	0.13	509.9	7783.1
1786876091	49.8	46.4	0.0	0.12	510.4	7783.1
1786876096	53.3	48.0	0.0	0.11	510.9	7783.1
1786876101	51.1	50.0	0.0	0.10	510.9	7783.1
1786876106	43.6	43.8	0.0	0.09	511.6	7783.1
1786876111	32.1	32.2	0.0	0.08	514.5	7783.1
1786876116	15.6	17.2	0.0	0.08	515.3	7783.1
1786876121	18.1	16.8	0.0	0.07	515.3	7783.1
1786876126	20.8	17.2	0.0	0.06	516.0	7783.1
