label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
C_r3_80	80	3.0	90	19179	239.91	100.00	39.5	70.4	107.2	0	0	0	1786876581.469	1786876586.492	1786876666.434
