epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786877006	5.0	3.6	0.0	0.09	475.8	7783.1
1786877011	5.6	3.8	0.0	0.08	477.3	7783.1
1786877016	4.8	4.2	0.0	0.08	478.5	7783.1
1786877021	4.6	3.8	0.0	0.07	467.5	7783.1
1786877026	3.6	3.8	0.0	0.06	471.1	7783.1
1786877031	6.0	3.8	0.0	0.06	476.5	7783.1
1786877036	4.4	3.8	0.0	0.05	476.5	7783.1
1786877041	6.8	4.0	0.0	0.05	476.5	7783.1
1786877046	4.2	3.8	0.0	0.05	476.5	7783.1
1786877051	4.8	3.8	0.0	0.04	476.5	7783.1
1786877056	3.6	4.0	0.0	0.04	477.2	7783.1
1786877061	5.2	4.0	0.0	0.04	477.5	7783.1
1786877066	5.2	3.6	0.0	0.03	478.2	7783.1
1786877071	4.2	4.2	0.0	0.03	478.5	7783.1
1786877076	4.0	3.8	0.0	0.03	478.7	7783.1
1786877081	5.2	4.0	0.0	0.02	479.2	7783.1
1786877086	5.4	3.8	0.0	0.02	480.7	7783.1
1786877091	4.6	3.8	0.0	0.02	480.9	7783.1
