epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873290	15.4	0.0	15.0	0.24	773.1	7783.1
1786873295	7.4	2.6	3.0	0.22	810.2	7783.1
1786873300	14.2	8.4	3.2	0.20	780.2	7783.1
1786873305	12.4	9.6	3.2	0.18	786.8	7783.1
1786873310	15.0	9.2	3.4	0.17	792.9	7783.1
1786873315	12.7	9.4	2.8	0.15	786.1	7783.1
1786873320	14.0	9.4	3.6	0.14	789.5	7783.1
1786873325	14.4	9.6	3.0	0.29	779.6	7783.1
1786873330	11.9	9.6	2.8	0.27	791.1	7783.1
1786873335	11.5	9.4	3.8	0.25	798.2	7783.1
1786873340	11.5	9.2	2.0	0.23	802.9	7783.1
1786873345	12.2	9.8	1.4	0.21	805.8	7783.1
1786873350	11.8	9.4	1.6	0.19	820.3	7783.1
1786873355	14.4	9.4	2.2	0.26	854.5	7783.1
1786873360	10.7	9.4	1.4	0.23	858.3	7783.1
1786873365	12.6	9.6	1.4	0.22	862.5	7783.1
1786873370	12.4	9.6	1.4	0.20	867.4	7783.1
1786873375	11.8	9.4	1.4	0.18	857.7	7783.1
1786873380	11.3	9.6	1.4	0.17	861.1	7783.1
1786873385	9.5	9.4	1.2	0.15	863.6	7783.1
