epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786875558	3.8	3.6	0.0	0.06	474.6	7783.1
1786875563	7.4	6.8	0.0	0.14	474.6	7783.1
1786875568	8.0	6.8	0.0	0.21	474.8	7783.1
1786875573	9.6	6.6	0.0	0.19	475.3	7783.1
1786875578	6.8	6.6	0.0	0.26	476.8	7783.1
1786875583	4.6	6.8	0.0	0.24	478.0	7783.1
1786875588	8.6	6.8	0.0	0.22	478.0	7783.1
1786875593	7.4	6.6	0.0	0.28	478.8	7783.1
1786875598	7.6	6.6	0.0	0.26	478.8	7783.1
1786875603	9.4	6.8	0.0	0.24	478.8	7783.1
1786875608	6.4	7.0	0.0	0.22	468.8	7783.1
1786875613	9.4	6.6	0.0	0.20	469.1	7783.1
1786875618	6.2	6.8	0.0	0.18	469.3	7783.1
1786875623	8.2	6.8	0.0	0.17	472.4	7783.1
1786875628	7.2	6.6	0.0	0.16	472.4	7783.1
1786875633	9.2	6.4	0.0	0.14	472.7	7783.1
1786875638	8.6	6.8	0.0	0.13	473.2	7783.1
1786875643	6.4	6.4	0.0	0.12	474.4	7783.1
