epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786871610	2.4	2.6	0.0	0.14	469.6	7783.1
1786871615	7.4	7.0	0.0	0.13	474.2	7783.1
1786871620	10.1	12.4	0.0	0.20	474.9	7783.1
1786871625	13.4	12.4	0.0	0.18	474.9	7783.1
1786871630	11.5	12.4	0.0	0.17	476.2	7783.1
1786871635	12.5	12.2	0.0	0.15	476.9	7783.1
1786871640	13.1	12.2	0.0	0.14	479.6	7783.1
1786871645	12.1	12.2	0.0	0.13	481.1	7783.1
1786871651	14.2	12.2	0.0	0.20	482.1	7783.1
1786871656	12.1	12.2	0.0	0.18	483.3	7783.1
1786871661	14.0	12.4	0.0	0.25	483.6	7783.1
1786871666	16.1	12.6	0.0	0.31	483.6	7783.1
1786871671	11.7	12.4	0.0	0.37	483.8	7783.1
1786871676	13.6	12.2	0.0	0.42	484.0	7783.1
1786871681	13.4	12.4	0.0	0.38	484.0	7783.1
1786871686	12.7	12.6	0.0	0.35	484.0	7783.1
1786871691	14.6	12.8	0.0	0.32	484.5	7783.1
1786871696	14.6	12.2	0.0	0.30	487.9	7783.1
1786871701	13.3	12.4	0.0	0.27	488.4	7783.1
