epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786872121	16.0	0.2	15.0	0.02	780.0	7783.1
1786872126	9.0	3.8	3.2	0.02	813.3	7783.1
1786872131	8.8	4.0	3.4	0.02	779.0	7783.1
1786872137	6.6	3.8	3.0	0.01	782.9	7783.1
1786872142	8.6	3.6	3.4	0.01	791.0	7783.1
1786872147	9.0	3.6	3.0	0.01	781.2	7783.1
1786872152	7.8	3.8	3.6	0.01	784.1	7783.1
1786872157	8.2	3.8	2.8	0.01	787.3	7783.1
1786872162	7.0	3.6	3.0	0.01	791.2	7783.1
1786872167	9.4	3.8	3.6	0.01	800.1	7783.1
1786872172	10.7	3.8	2.4	0.01	793.8	7783.1
1786872177	5.8	3.8	1.2	0.01	796.1	7783.1
1786872182	5.8	3.6	1.8	0.00	817.2	7783.1
1786872187	7.4	3.6	2.2	0.00	854.9	7783.1
1786872192	6.0	4.0	1.2	0.00	856.9	7783.1
1786872197	7.2	3.8	1.6	0.00	859.6	7783.1
1786872202	7.2	3.8	1.4	0.00	850.5	7783.1
1786872207	4.2	3.6	1.4	0.00	853.2	7783.1
1786872212	6.0	3.8	1.4	0.00	856.4	7783.1
1786872217	2.8	-67.8	1.6	0.00	839.8	7783.1
