epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786877592	4.4	2.6	0.0	0.12	485.7	7783.1
1786877597	2.4	1.8	0.0	0.11	486.0	7783.1
1786877602	6.6	4.8	0.0	0.10	493.8	7783.1
1786877607	11.7	12.6	0.0	0.25	497.9	7783.1
1786877612	17.1	16.8	0.0	0.23	500.8	7783.1
1786877617	13.4	16.6	0.0	0.21	501.8	7783.1
1786877622	15.6	17.2	0.0	0.20	503.0	7783.1
1786877627	20.6	16.6	0.0	0.18	504.0	7783.1
1786877632	21.4	17.0	0.0	0.16	506.7	7783.1
1786877637	15.8	16.8	0.0	0.15	507.2	7783.1
1786877642	18.1	17.0	0.0	0.14	508.2	7783.1
1786877647	17.1	17.2	0.0	0.13	508.9	7783.1
1786877652	50.2	47.0	0.0	0.28	509.2	7783.1
1786877658	50.6	49.0	0.0	0.26	509.2	7783.1
1786877663	53.0	48.6	0.0	0.24	509.2	7783.1
1786877668	44.6	41.2	0.0	0.22	509.7	7783.1
1786877673	36.8	33.6	0.0	0.20	510.1	7783.1
1786877678	17.5	17.0	0.0	0.26	510.1	7783.1
1786877683	17.3	17.0	0.0	0.24	512.4	7783.1
1786877688	17.9	17.0	0.0	0.30	512.4	7783.1
