epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876451	15.6	0.2	15.0	0.03	788.5	7783.1
1786876456	7.2	2.4	3.2	0.03	822.4	7783.1
1786876461	13.4	8.4	3.2	0.02	797.8	7783.1
1786876466	11.5	9.2	3.0	0.02	801.4	7783.1
1786876471	12.3	9.4	3.6	0.02	795.9	7783.1
1786876476	14.2	9.2	2.8	0.02	797.5	7783.1
1786876481	12.5	9.4	3.4	0.02	788.8	7783.1
1786876486	13.4	9.2	3.0	0.02	782.6	7783.1
1786876491	14.2	9.2	2.8	0.09	799.0	7783.1
1786876496	13.6	9.6	3.6	0.09	806.3	7783.1
1786876501	12.8	9.6	2.4	0.08	809.5	7783.1
1786876506	13.0	9.2	1.2	0.07	801.1	7783.1
1786876511	13.0	9.4	1.6	0.07	832.3	7783.1
1786876516	11.8	9.6	2.2	0.06	866.2	7783.1
1786876521	11.2	9.4	1.4	0.06	869.4	7783.1
1786876526	11.0	9.6	1.2	0.13	861.4	7783.1
1786876531	11.7	9.8	1.6	0.12	865.0	7783.1
1786876536	11.4	9.4	1.4	0.19	867.2	7783.1
1786876541	14.9	9.6	1.2	0.18	871.6	7783.1
1786876546	11.4	9.6	1.4	0.16	874.3	7783.1
