epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786878359	16.2	0.2	15.0	0.17	790.5	7783.1
1786878364	7.2	2.2	3.6	0.15	771.2	7783.1
1786878369	6.0	2.0	3.0	0.14	776.3	7783.1
1786878374	9.4	4.8	3.4	0.13	797.6	7783.1
1786878379	32.1	13.0	3.0	0.12	884.3	7783.1
1786878384	19.3	16.8	3.0	0.11	813.4	7783.1
1786878389	22.1	17.0	3.4	0.10	815.0	7783.1
1786878394	19.4	16.6	3.0	0.09	805.6	7783.1
1786878399	19.2	17.0	3.6	0.08	812.3	7783.1
1786878404	22.8	17.0	3.0	0.08	815.4	7783.1
1786878409	21.7	16.4	2.4	0.15	833.7	7783.1
1786878414	19.4	16.8	1.8	0.14	868.4	7783.1
1786878419	20.1	16.6	2.0	0.21	874.8	7783.1
1786878424	48.9	45.4	1.4	0.19	878.9	7783.1
1786878429	55.0	49.8	1.4	0.18	882.0	7783.1
1786878434	49.0	47.2	1.4	0.16	884.5	7783.1
1786878439	57.3	48.2	1.4	0.15	888.4	7783.1
1786878444	28.8	24.6	1.4	0.14	879.6	7783.1
1786878449	19.0	17.2	1.6	0.29	902.7	7783.1
1786878454	18.2	16.8	2.2	0.26	912.9	7783.1
1786878460	41.8	17.0	-61.0	0.24	510.3	7783.1
