epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873844	15.0	0.0	14.8	0.05	778.7	7783.1
1786873849	8.6	3.6	3.4	0.04	818.6	7783.1
1786873854	8.8	3.6	3.2	0.04	794.8	7783.1
1786873859	5.8	3.6	3.0	0.04	798.7	7783.1
1786873864	8.0	3.8	3.4	0.03	800.6	7783.1
1786873869	22.7	3.6	3.0	0.03	776.8	7783.1
1786873874	8.6	3.6	3.6	0.03	779.4	7783.1
1786873879	7.8	3.6	2.8	0.02	782.1	7783.1
1786873884	7.8	3.8	3.6	0.02	795.4	7783.1
1786873889	6.4	3.6	2.8	0.02	788.1	7783.1
1786873894	7.2	3.6	2.4	0.02	791.3	7783.1
1786873899	6.0	3.8	1.6	0.02	796.9	7783.1
1786873904	5.2	3.8	1.4	0.02	832.5	7783.1
1786873909	6.6	3.6	2.2	0.01	855.4	7783.1
1786873914	7.8	3.6	1.4	0.01	850.8	7783.1
1786873919	6.2	3.6	1.4	0.01	853.4	7783.1
1786873924	5.6	3.8	1.4	0.01	855.8	7783.1
1786873929	5.4	3.6	1.4	0.01	858.7	7783.1
1786873934	6.2	3.6	1.6	0.01	849.3	7783.1
1786873939	4.8	-65.8	1.2	0.01	843.0	7783.1
