epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786871729	3.6	2.4	0.0	0.18	474.8	7783.1
1786871734	2.8	2.2	0.0	0.16	474.8	7783.1
1786871739	12.0	11.2	0.0	0.15	481.2	7783.1
1786871744	16.7	17.0	0.0	0.22	482.7	7783.1
1786871749	18.5	17.0	0.0	0.20	484.9	7783.1
1786871754	15.8	16.8	0.0	0.18	484.9	7783.1
1786871759	31.1	17.4	0.0	0.25	482.7	7783.1
1786871764	16.5	16.6	0.0	0.23	486.6	7783.1
1786871769	18.3	17.0	0.0	0.29	487.8	7783.1
1786871774	21.3	16.8	0.0	0.27	489.5	7783.1
1786871779	16.2	17.0	0.0	0.33	490.9	7783.1
1786871784	43.2	39.0	0.0	0.30	491.7	7783.1
1786871789	52.7	48.8	0.0	0.28	492.9	7783.1
1786871794	57.3	49.0	0.0	0.41	495.4	7783.1
1786871799	48.8	48.8	0.0	0.38	497.6	7783.1
1786871804	31.2	32.8	0.0	0.35	499.0	7783.1
1786871809	16.8	17.4	0.0	0.32	500.0	7783.1
1786871814	17.2	17.0	0.0	0.30	504.9	7783.1
1786871819	13.1	17.2	0.0	0.27	504.9	7783.1
1786871824	19.2	17.2	0.0	0.25	504.9	7783.1
