epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786874766	14.8	0.2	15.0	0.18	778.6	7783.1
1786874771	22.7	3.4	3.2	0.25	825.3	7783.1
1786874776	10.6	6.6	3.4	0.31	787.5	7783.1
1786874781	11.8	6.6	2.8	0.37	796.1	7783.1
1786874786	11.0	6.6	3.6	0.34	781.3	7783.1
1786874791	9.4	6.8	2.8	0.31	782.9	7783.1
1786874796	11.0	6.4	3.6	0.28	786.3	7783.1
1786874801	10.2	6.8	2.8	0.26	789.0	7783.1
1786874806	10.0	6.6	3.8	0.24	787.0	7783.1
1786874811	12.6	6.8	2.8	0.22	796.7	7783.1
1786874816	11.2	6.6	2.4	0.44	798.6	7783.1
1786874821	10.2	6.6	1.6	0.41	815.6	7783.1
1786874826	8.4	7.0	2.0	0.34	821.5	7783.1
1786874831	8.2	6.6	1.4	0.40	815.1	7783.1
1786874836	8.0	6.8	1.4	0.37	818.5	7783.1
1786874841	8.8	6.8	1.4	0.34	821.2	7783.1
1786874846	8.4	6.6	1.2	0.39	825.3	7783.1
1786874851	7.6	7.0	1.8	0.36	847.6	7783.1
1786874856	7.5	6.8	2.0	0.33	871.7	7783.1
1786874861	6.6	-117.6	1.6	0.30	858.0	7783.1
