epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786877470	4.0	2.4	0.0	0.05	474.0	7783.1
1786877475	2.4	2.0	0.0	0.04	474.9	7783.1
1786877480	25.3	11.2	0.0	0.12	484.8	7783.1
1786877485	20.2	16.8	0.0	0.11	486.0	7783.1
1786877490	20.8	17.0	0.0	0.10	487.4	7783.1
1786877495	18.3	16.8	0.0	0.25	487.7	7783.1
1786877500	18.9	17.2	0.0	0.23	489.6	7783.1
1786877505	18.1	17.2	0.0	0.21	491.1	7783.1
1786877510	18.9	16.6	0.0	0.28	492.8	7783.1
1786877515	20.3	17.0	0.0	0.25	498.2	7783.1
1786877520	17.9	17.0	0.0	0.23	499.2	7783.1
1786877525	44.0	42.2	0.0	0.30	501.2	7783.1
1786877530	46.3	48.8	0.0	0.35	502.4	7783.1
1786877535	51.2	49.8	0.0	0.32	504.1	7783.1
1786877540	42.7	42.0	0.0	0.30	505.3	7783.1
1786877545	47.2	40.4	0.0	0.27	505.8	7783.1
1786877550	18.7	17.0	0.0	0.25	507.0	7783.1
1786877555	18.5	17.4	0.0	0.23	507.2	7783.1
1786877560	13.5	17.2	0.0	0.21	507.2	7783.1
1786877565	16.9	17.0	0.0	0.20	507.5	7783.1
