epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876825	17.2	0.2	15.2	0.11	794.6	7783.1
1786876830	6.6	2.2	3.2	0.10	826.6	7783.1
1786876835	5.0	2.0	3.2	0.09	783.3	7783.1
1786876840	6.8	4.6	3.0	0.09	800.0	7783.1
1786876846	12.7	10.6	3.4	0.08	808.7	7783.1
1786876851	16.4	15.8	3.0	0.07	811.2	7783.1
1786876856	19.9	15.6	3.6	0.07	816.1	7783.1
1786876861	17.0	15.2	3.0	0.06	819.5	7783.1
1786876866	20.7	15.8	3.4	0.14	817.5	7783.1
1786876871	19.1	15.4	3.0	0.13	820.6	7783.1
1786876876	36.6	16.0	2.4	0.12	825.9	7783.1
1786876881	14.8	15.6	1.4	0.11	840.4	7783.1
1786876886	15.8	15.6	1.8	0.18	872.9	7783.1
1786876891	27.1	21.2	2.0	0.16	888.0	7783.1
1786876896	46.4	45.6	1.4	0.15	878.8	7783.1
1786876901	51.2	46.8	1.4	0.14	883.2	7783.1
1786876906	40.3	37.0	1.4	0.21	886.3	7783.1
1786876911	37.1	33.2	1.4	0.19	893.4	7783.1
1786876916	18.9	17.2	1.4	0.17	896.1	7783.1
1786876921	20.0	15.6	1.4	0.16	910.9	7783.1
1786876926	36.8	16.0	-60.0	0.15	500.5	7783.1
