epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786874465	14.8	0.0	14.8	0.35	791.9	7783.1
1786874470	26.0	2.6	3.4	0.32	819.6	7783.1
1786874475	5.6	2.0	3.2	0.29	793.6	7783.1
1786874480	7.6	4.4	3.2	0.27	808.9	7783.1
1786874485	20.5	12.8	3.4	0.25	803.9	7783.1
1786874490	22.8	16.8	2.8	0.23	807.8	7783.1
1786874495	18.6	17.2	3.4	0.37	813.2	7783.1
1786874500	18.2	17.0	3.0	0.34	815.6	7783.1
1786874505	22.3	16.8	3.6	0.39	827.4	7783.1
1786874510	20.5	16.8	3.0	0.36	820.8	7783.1
1786874515	20.9	16.8	2.2	0.49	827.4	7783.1
1786874520	21.4	16.6	1.4	0.45	831.3	7783.1
1786874525	20.1	17.6	1.8	0.50	865.7	7783.1
1786874530	53.8	50.2	2.0	0.54	880.5	7783.1
1786874535	56.1	50.2	1.6	0.50	883.6	7783.1
1786874540	52.7	50.0	1.4	0.62	889.3	7783.1
1786874545	39.1	37.4	1.4	0.57	894.6	7783.1
1786874550	41.2	37.4	1.2	0.52	897.3	7783.1
1786874555	23.5	17.0	1.4	0.48	887.3	7783.1
1786874560	20.3	16.8	1.6	0.44	894.1	7783.1
1786874565	38.0	17.4	-60.0	0.40	504.8	7783.1
