epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786874338	16.0	0.2	15.0	0.12	796.0	7783.1
1786874343	7.6	2.4	3.2	0.11	807.7	7783.1
1786874348	5.6	1.8	3.4	0.10	773.9	7783.1
1786874353	14.3	11.6	3.0	0.09	796.7	7783.1
1786874358	18.6	16.8	3.4	0.08	807.7	7783.1
1786874363	20.5	16.8	2.8	0.08	811.1	7783.1
1786874368	18.1	16.8	3.4	0.07	801.2	7783.1
1786874373	18.4	16.8	3.2	0.23	805.8	7783.1
1786874378	23.2	16.6	3.4	0.21	815.6	7783.1
1786874383	20.0	16.6	3.0	0.19	820.7	7783.1
1786874388	19.4	16.8	2.4	0.17	824.8	7783.1
1786874393	17.8	16.8	1.4	0.24	819.9	7783.1
1786874398	45.6	40.8	1.6	0.54	855.0	7783.1
1786874403	51.5	50.8	2.0	0.50	880.3	7783.1
1786874408	58.0	50.0	1.6	0.46	883.0	7783.1
1786874413	45.2	47.4	1.4	0.42	874.9	7783.1
1786874418	33.1	32.4	1.4	0.47	880.0	7783.1
1786874423	21.3	17.6	1.4	0.43	883.2	7783.1
1786874428	19.7	17.4	1.4	0.40	885.9	7783.1
1786874433	16.4	16.8	1.4	0.44	895.0	7783.1
1786874438	35.4	17.6	-59.8	0.41	503.7	7783.1
